flight_year,carrier,airport,uid,flight_month,Latitude,Longitude,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2015,NK,ORD,161054,78,-1054.8576,503.7432000000001,10939,3859,605,58,2325,8,863,283,16,4183.0,38790,6301,138015,358,67522
2015,NK,PHL,161178,78,-902.8919999999999,478.46268000000003,1412,518,112,12,239,2,155,40,0,663.0,7458,1253,17696,30,13350
2015,NK,PHX,161144,78,-1344.1439999999996,401.21148000000017,1021,307,72,6,148,0,81,22,0,296.0,3954,596,7228,7,5958
2015,UA,ATL,161669,78,-1013.1371999999998,403.64040000000006,3788,806,322,23,208,1,252,79,10,827.0,17678,1623,10004,83,20236
2015,UA,BOS,161596,78,-852.0624000000003,508.37147999999996,12473,2686,1080,103,659,1,843,236,12,2830.0,58829,8171,33778,13,69008
2015,UA,DCA,161660,78,-924.4512,466.22520000000003,5098,1029,384,56,232,0,358,102,23,1133.0,22737,4353,11886,0,28981
2015,UA,DEN,161430,78,-1256.064,478.34028000000006,51174,9377,3269,403,2697,1,3008,494,154,10234.0,207704,31186,120399,41,254701
2015,UA,DFW,161645,78,-1164.456,394.7615999999999,3836,946,400,46,195,0,303,49,23,1013.0,21823,4172,10008,0,24801
2015,UA,EWR,161396,78,-890.0243999999998,488.31,46934,9327,2701,314,3278,1,3035,889,124,10695.0,166009,25065,197251,32,253316
2015,UA,IAH,161382,78,-1144.0968,359.81268000000006,59056,11148,3910,459,3246,3,3529,716,248,11747.0,231495,34327,143764,143,295074
2015,UA,JFK,129981,55,-737.7890000000001,406.39799999999997,3573,605,211,10,271,0,115,50,6,840.0,12888,902,24485,0,12121
2015,UA,LAS,161554,78,-1381.8240000000003,432.96120000000013,12277,2308,923,91,427,0,869,82,22,2393.0,51325,7060,20087,0,65105
2015,UA,LAX,161449,78,-1420.884,407.31,29994,7160,2570,270,2393,1,1927,299,50,7105.0,149385,21703,91860,26,163318
2015,UA,MIA,161722,78,-963.4872000000001,309.51828,3458,811,383,41,163,0,223,40,7,833.0,20203,3877,6658,0,19263
2015,UA,ORD,161418,78,-1054.8576,503.7432000000001,65585,12578,3863,389,4246,3,4074,1165,178,14541.0,236787,33074,261258,102,341247
2015,UA,PHL,161621,78,-902.8919999999999,478.46268000000003,4090,958,317,46,306,0,293,53,12,1044.0,16554,3654,19873,0,22540
2015,UA,PHX,161591,78,-1344.1439999999996,401.21148000000017,6047,1342,588,62,269,0,424,45,12,1339.0,29883,4967,12824,0,32652
2015,UA,SFO,161392,78,-1468.5,451.42788,49846,10237,3274,322,3613,1,3029,566,62,11300.0,206355,23777,200782,40,247046
2015,WN,ATL,162484,78,-1013.1371999999998,403.64040000000006,43092,7611,2248,300,1951,22,3089,541,165,6652.0,120473,26749,74013,676,177186
2015,WN,BOS,162515,78,-852.0624000000003,508.37147999999996,10940,2531,818,113,566,1,1037,218,20,2447.0,44382,9319,25499,32,67575
2015,WN,DCA,162674,78,-924.4512,466.22520000000003,15569,2399,744,103,466,1,1084,451,51,2268.0,42587,8045,21126,45,64295
2015,WN,DEN,162686,78,-1256.064,478.34028000000006,61010,10394,3049,441,2199,18,4684,460,242,8946.0,164382,31065,80830,559,259918
2015,WN,EWR,162728,78,-890.0243999999998,488.31,6001,1417,478,115,411,0,416,205,19,1545.0,33181,10035,22897,0,26590
2015,WN,LAS,162712,78,-1381.8240000000003,432.96120000000013,74884,12521,3224,344,2363,20,6568,430,115,10480.0,164950,26842,95026,634,341357
2015,WN,LAX,162673,78,-1420.884,407.31,41008,10132,2590,153,3288,10,4090,831,38,8153.0,130978,11594,120268,609,225717
2015,WN,PHL,162973,78,-902.8919999999999,478.46268000000003,8880,1997,625,138,455,3,779,189,21,1917.0,34461,10663,22914,97,46865
2015,WN,PHX,162872,78,-1344.1439999999996,401.21148000000017,58544,10907,3156,233,1844,18,5655,415,75,8964.0,156008,18332,65202,725,297550
2015,WN,SFO,163077,78,-1468.5,451.42788,15582,3954,939,179,1216,1,1617,474,15,3678.0,53032,12682,62473,20,92446
2016,AA,ATL,230046,78,-1013.1371999999998,403.64040000000006,11931,2285,799,74,703,7,703,88,24,2201.0,49569,6426,29346,290,46445
2016,AA,BOS,229828,78,-852.0624000000003,508.37147999999996,28046,5661,1614,185,2199,13,1648,501,10,5199.0,88467,15245,97691,709,109804
2016,AA,DCA,229966,78,-924.4512,466.22520000000003,28709,5840,1502,190,2661,13,1474,761,71,5197.0,81972,17186,114362,530,97743
2016,AA,DEN,229977,78,-1256.064,478.34028000000006,10489,2312,788,88,694,5,738,137,26,2200.0,45844,8271,27140,141,50598
2016,AA,DFW,229750,78,-1164.456,394.7615999999999,140591,24107,7018,824,7307,62,8896,1538,552,29603.0,641283,88618,341625,3256,701375
2016,AA,EWR,229983,78,-890.0243999999998,488.31,8431,2408,538,73,1209,5,583,162,25,2588.0,36484,5132,66770,207,46685
2016,AA,IAH,230025,78,-1144.0968,359.81268000000006,7990,1640,576,63,565,5,427,105,26,1781.0,38614,6538,29796,281,31654
2016,AA,JFK,229765,78,-885.3468000000001,487.6775999999999,18649,4439,1259,104,1922,16,1140,307,72,5286.0,105394,11907,99397,893,99562
2016,AA,LAS,229969,78,-1381.8240000000003,432.96120000000013,15504,3096,1086,113,922,16,961,120,35,3058.0,68519,11184,38241,788,64754
2016,AA,LAX,229780,78,-1420.884,407.31,41329,9535,2781,277,3905,22,2552,295,64,9788.0,212130,24656,152123,860,197493
2016,AA,MIA,229856,78,-963.4872000000001,309.51828,54074,11528,3469,297,4515,46,3201,632,178,12376.0,268753,29832,173180,2178,268632
2016,AA,ORD,229851,78,-1054.8576,503.7432000000001,62002,12722,3104,385,5441,25,3767,759,143,14353.0,254573,41649,278408,1506,285025
2016,AA,PHL,230061,78,-902.8919999999999,478.46268000000003,44373,7456,2150,247,2769,24,2269,587,63,7152.0,137186,20312,113406,1058,157164
2016,AA,PHX,230015,78,-1344.1439999999996,401.21148000000017,58712,8909,2739,213,3329,24,2606,492,152,8269.0,184859,18341,110512,823,181576
2016,AA,SFO,229881,78,-1468.5,451.42788,16212,4633,1069,120,2324,18,1104,122,30,4577.0,64865,11164,117687,1055,79869
2016,AS,ATL,231198,78,-1013.1371999999998,403.64040000000006,768,86,30,2,31,0,22,1,1,55.0,1259,148,894,0,1003
2016,AS,BOS,231086,78,-852.0624000000003,508.37147999999996,1630,192,48,1,115,1,27,3,5,131.0,2246,40,4391,27,1139
2016,AS,DCA,231075,78,-924.4512,466.22520000000003,1464,217,43,3,139,1,31,12,7,151.0,2445,278,4758,40,1534
2016,AS,DEN,231068,78,-1256.064,478.34028000000006,1672,223,77,4,98,0,43,9,6,137.0,3651,123,2884,0,1571
2016,AS,DFW,231058,78,-1164.456,394.7615999999999,1437,148,49,2,78,0,19,4,10,99.0,2744,97,2482,0,632
2016,AS,EWR,231209,78,-890.0243999999998,488.31,820,170,32,2,130,0,5,5,1,134.0,1458,134,6253,0,208
2016,AS,IAH,231201,78,-1144.0968,359.81268000000006,551,60,15,2,31,0,12,0,5,37.0,654,68,1135,0,364
2016,AS,JFK,231218,78,-885.3468000000001,487.6775999999999,366,22,5,0,4,0,13,3,2,11.0,127,0,138,0,376
2016,AS,LAS,231027,78,-1381.8240000000003,432.96120000000013,4524,513,159,5,235,0,115,11,4,374.0,7461,493,9473,0,4989
2016,AS,LAX,230935,78,-1420.884,407.31,8790,1314,275,12,854,3,169,20,13,902.0,14186,1006,30601,80,8260
2016,AS,ORD,231019,78,-1054.8576,503.7432000000001,2024,277,63,3,177,1,33,6,6,220.0,2906,317,8889,48,1012
2016,AS,PHL,231243,78,-902.8919999999999,478.46268000000003,366,53,8,0,40,1,4,3,1,33.0,410,0,1389,41,150
2016,AS,PHX,231052,78,-1344.1439999999996,401.21148000000017,2465,247,76,5,108,0,56,4,5,152.0,3489,261,2976,0,2416
2016,AS,SFO,231068,78,-1468.5,451.42788,5590,1178,150,5,869,2,152,14,38,1205.0,8718,282,54157,27,9141
2016,DL,ATL,231617,78,-1013.1371999999998,403.64040000000006,247441,25667,8186,994,7366,19,9100,1125,412,33744.0,906214,100546,355684,1238,660972
2016,DL,BOS,231971,78,-852.0624000000003,508.37147999999996,15138,2781,821,77,1118,1,763,93,21,2977.0,59257,7889,54812,180,56459
2016,DL,DCA,232098,78,-924.4512,466.22520000000003,9714,1505,573,63,540,2,327,92,30,1646.0,39390,4956,30879,68,23460
2016,DL,DEN,231961,78,-1256.064,478.34028000000006,8981,1364,496,52,475,0,338,48,30,1469.0,37756,4714,19153,0,26544
2016,DL,DFW,232050,78,-1164.456,394.7615999999999,5522,719,281,39,257,0,144,18,27,754.0,19200,3337,12891,0,9792
2016,DL,EWR,232187,78,-890.0243999999998,488.31,5476,1218,323,35,714,0,148,58,22,1468.0,22859,3141,50385,0,11676
2016,DL,IAH,232267,78,-1144.0968,359.81268000000006,2912,437,154,26,165,0,92,7,15,517.0,11115,2747,10514,0,6644
2016,DL,JFK,232276,78,-885.3468000000001,487.6775999999999,30256,5050,1266,124,2301,7,1353,232,108,6725.0,125484,12699,147429,315,117559
2016,DL,LAS,231905,78,-1381.8240000000003,432.96120000000013,13408,1732,586,66,592,1,485,32,14,1748.0,41250,5507,26400,147,31598
2016,DL,LAX,231767,78,-1420.884,407.31,35659,6719,1589,165,3439,6,1524,126,45,6240.0,121304,15210,125593,542,111732
2016,DL,MIA,232026,78,-963.4872000000001,309.51828,9873,1456,571,75,477,0,333,62,25,1682.0,45655,6596,24471,0,24175
2016,DL,ORD,232001,78,-1054.8576,503.7432000000001,7613,1233,390,65,612,0,166,26,11,1390.0,25735,7837,37585,0,12235
2016,DL,PHL,232113,78,-902.8919999999999,478.46268000000003,7100,1059,333,43,478,1,203,37,9,1237.0,26399,2965,29591,81,15212
2016,DL,PHX,232095,78,-1344.1439999999996,401.21148000000017,7827,968,380,50,336,1,203,13,19,964.0,27136,6040,11881,40,12758
2016,DL,SFO,232117,78,-1468.5,451.42788,13358,3158,656,68,1759,1,676,42,6,3356.0,51478,6916,97694,170,45121
2016,NK,ATL,233488,78,-1013.1371999999998,403.64040000000006,7267,1809,288,12,1163,2,341,122,10,1937.0,17642,650,71167,87,26669
2016,NK,BOS,233467,78,-852.0624000000003,508.37147999999996,3694,956,146,19,628,3,161,81,2,1040.0,8399,1280,39938,91,12720
2016,NK,DEN,233546,78,-1256.064,478.34028000000006,4441,955,147,10,626,1,172,82,8,929.0,9688,747,34037,27,11228
2016,NK,DFW,233453,78,-1164.456,394.7615999999999,8867,2230,319,22,1454,9,430,166,33,2476.0,20930,1344,91358,355,34575
2016,NK,EWR,65314,33,-222.5061,122.07750000000001,355,119,24,0,91,0,5,8,1,135.0,1513,0,6182,0,408
2016,NK,IAH,233525,78,-1144.0968,359.81268000000006,5909,1415,227,10,838,6,335,104,11,1517.0,14930,1171,48922,239,25733
2016,NK,LAS,233472,78,-1381.8240000000003,432.96120000000013,11282,2543,422,32,1571,3,516,190,19,2613.0,24100,2260,92667,70,37703
2016,NK,LAX,233528,78,-1420.884,407.31,8838,2306,393,26,1522,9,358,127,8,2167.0,24742,1810,76261,343,26855
2016,NK,ORD,233520,78,-1054.8576,503.7432000000001,10596,2532,327,42,1751,3,407,258,12,2683.0,20204,3395,105462,237,31691
2016,NK,PHL,233523,78,-902.8919999999999,478.46268000000003,2484,681,97,9,476,2,96,59,6,782.0,7223,743,30805,96,8025
2016,NK,PHX,233581,78,-1344.1439999999996,401.21148000000017,1330,315,60,2,184,0,70,28,0,287.0,2941,232,9484,1,4536
2016,UA,ATL,234050,78,-1013.1371999999998,403.64040000000006,5570,954,337,31,278,0,307,43,15,980.0,19376,2365,12358,0,24725
2016,UA,BOS,233924,78,-852.0624000000003,508.37147999999996,12584,2427,789,85,724,1,828,120,9,2741.0,46160,8565,38244,162,71328
2016,UA,DCA,234232,78,-924.4512,466.22520000000003,4406,856,272,49,235,0,299,62,22,969.0,16627,3914,11674,0,25919
2016,UA,DEN,233871,78,-1256.064,478.34028000000006,59041,6848,2418,269,1938,1,2220,740,217,7902.0,173233,23856,81692,37,195289
2016,UA,DFW,234148,78,-1164.456,394.7615999999999,4677,852,267,46,235,0,305,39,13,956.0,15728,4202,12408,0,25030
2016,UA,EWR,233859,78,-890.0243999999998,488.31,51077,10041,2501,258,4462,5,2817,723,184,12330.0,175915,21620,276819,574,264861
2016,UA,IAH,233854,78,-1144.0968,359.81268000000006,57088,7547,2456,304,2421,4,2360,556,229,8832.0,167120,27562,136367,197,198704
2016,UA,LAS,234024,78,-1381.8240000000003,432.96120000000013,11711,1811,640,70,376,1,721,76,20,2034.0,38016,6178,22122,349,55385
2016,UA,LAX,233966,78,-1420.884,407.31,28516,6677,2102,208,2763,0,1605,228,58,6611.0,127832,19231,107321,0,142295
2016,UA,MIA,234209,78,-963.4872000000001,309.51828,3708,754,277,30,190,0,253,48,10,783.0,14977,2906,8228,0,20876
2016,UA,ORD,233948,78,-1054.8576,503.7432000000001,70729,11611,3069,309,4431,3,3798,752,172,14266.0,210457,28981,277534,336,338627
2016,UA,PHL,234175,78,-902.8919999999999,478.46268000000003,4010,787,244,43,218,0,287,43,11,874.0,13494,4353,13255,0,21366
2016,UA,PHX,234053,78,-1344.1439999999996,401.21148000000017,6708,1196,393,59,297,0,449,46,12,1250.0,22215,6040,12844,0,33873
2016,UA,SFO,233936,78,-1468.5,451.42788,53640,11326,2810,298,5271,2,2948,440,84,13231.0,195315,24657,318264,43,255561
2016,WN,ATL,235055,78,-1013.1371999999998,403.64040000000006,42822,7395,2018,222,2002,16,3137,383,119,6215.0,102971,19813,72168,404,177551
2016,WN,BOS,235184,78,-852.0624000000003,508.37147999999996,12284,2577,713,133,825,4,897,128,22,2189.0,36074,9195,35291,131,50635
2016,WN,DCA,235047,78,-924.4512,466.22520000000003,15663,2604,757,140,661,0,1048,289,47,2395.0,41193,12431,28976,20,61056
2016,WN,DEN,235031,78,-1256.064,478.34028000000006,65717,10279,2840,466,2240,17,4716,831,324,8522.0,142499,33504,84116,701,250500
2016,WN,EWR,235091,78,-890.0243999999998,488.31,5996,1479,349,160,564,0,412,126,23,1513.0,22514,11825,30542,7,25916
2016,WN,LAS,235255,78,-1381.8240000000003,432.96120000000013,75855,12585,3051,426,2737,26,6344,649,118,10527.0,155385,34224,113723,986,327310
2016,WN,LAX,235400,78,-1420.884,407.31,42117,12121,2456,180,5263,21,4202,774,45,9322.0,117080,12767,192936,1109,235411
2016,WN,PHL,235587,78,-902.8919999999999,478.46268000000003,8825,1651,499,81,380,3,688,120,16,1460.0,25830,6420,17059,183,38102
2016,WN,PHX,235604,78,-1344.1439999999996,401.21148000000017,60377,11391,2931,191,2855,28,5387,569,142,8955.0,141127,13558,106239,1209,275144
2016,WN,SFO,235600,78,-1468.5,451.42788,16374,4692,868,313,1751,3,1758,586,12,4537.0,51980,21956,97079,138,101095
2017,AA,ATL,304856,78,-1013.1371999999998,403.64040000000006,11908,2369,723,48,799,9,790,171,31,2249.0,40673,4101,34605,552,55010
2017,AA,BOS,304916,78,-852.0624000000003,508.37147999999996,25982,5479,1356,192,2377,5,1551,693,18,5468.0,78873,16344,119092,237,113553
2017,AA,DCA,305043,78,-924.4512,466.22520000000003,25409,4483,1151,161,1657,7,1503,556,69,4254.0,66596,13945,70724,752,103213
2017,AA,DEN,305055,78,-1256.064,478.34028000000006,11020,2210,789,54,714,7,645,82,17,2112.0,45460,4716,28800,204,47537
2017,AA,DFW,305067,78,-1164.456,394.7615999999999,139340,21753,5866,709,6997,55,8125,1431,402,25719.0,550980,71857,308730,3428,608140
2017,AA,EWR,305126,78,-890.0243999999998,488.31,7589,2305,368,49,1479,2,404,146,16,2242.0,21719,4225,79578,147,28851
2017,AA,IAH,305221,78,-1144.0968,359.81268000000006,7254,1367,492,39,464,3,374,189,9,1325.0,28597,3794,20789,94,26208
2017,AA,JFK,305291,78,-885.3468000000001,487.6775999999999,17023,4139,968,91,2207,9,861,351,49,5398.0,82393,10969,141811,654,88050
2017,AA,LAS,305315,78,-1381.8240000000003,432.96120000000013,14787,3125,993,73,1063,13,982,108,29,2862.0,58368,5454,43713,578,63618
2017,AA,LAX,305327,78,-1420.884,407.31,38499,7933,1975,201,3749,28,1984,271,80,8029.0,156342,14628,149297,1715,159747
2017,AA,MIA,305435,78,-963.4872000000001,309.51828,51518,9469,2870,245,3537,30,2787,1462,131,10047.0,217120,22559,134410,1571,227180
2017,AA,ORD,305555,78,-1054.8576,503.7432000000001,63732,11041,2761,325,4643,30,3280,756,160,12097.0,223164,33382,222893,1699,244655
2017,AA,PHL,305603,78,-902.8919999999999,478.46268000000003,43434,7922,1991,202,3506,15,2208,765,72,7860.0,134841,15385,156443,986,163937
2017,AA,PHX,305615,78,-1344.1439999999996,401.21148000000017,56489,7809,2446,182,2698,32,2455,376,95,7166.0,157372,13006,83998,1651,173931
2017,AA,SFO,305802,78,-1468.5,451.42788,13387,4211,846,86,2462,9,812,137,76,4198.0,53616,7954,132964,570,56791
2017,AS,ATL,306016,78,-1013.1371999999998,403.64040000000006,783,88,37,1,34,2,14,4,1,72.0,2135,75,1406,42,692
2017,AS,BOS,306079,78,-852.0624000000003,508.37147999999996,1688,288,52,9,186,1,43,16,5,273.0,2987,1072,10541,40,1711
2017,AS,DCA,306151,78,-924.4512,466.22520000000003,1456,202,42,6,109,0,46,4,6,154.0,2144,624,4275,0,2209
2017,AS,DEN,306163,78,-1256.064,478.34028000000006,1693,271,98,5,106,3,59,9,3,191.0,4736,330,3755,84,2539
2017,AS,DFW,306175,78,-1164.456,394.7615999999999,1505,172,64,3,69,1,35,7,6,126.0,3305,393,2556,78,1199
2017,AS,EWR,306202,78,-890.0243999999998,488.31,1923,582,68,8,474,1,31,13,5,536.0,4238,470,25858,55,1556
2017,AS,IAH,306277,78,-1144.0968,359.81268000000006,618,91,35,3,40,0,14,7,1,54.0,1411,272,1082,0,482
2017,AS,JFK,306297,78,-885.3468000000001,487.6775999999999,421,48,24,2,6,0,16,3,1,27.0,756,184,244,0,409
2017,AS,LAS,306345,78,-1381.8240000000003,432.96120000000013,4513,724,221,9,302,3,191,26,12,577.0,12521,1086,11709,70,9219
2017,AS,LAX,306357,78,-1420.884,407.31,8708,1938,354,23,1303,3,256,67,2,1418.0,20303,2046,50233,231,12282
2017,AS,ORD,306489,78,-1054.8576,503.7432000000001,2082,292,80,5,165,0,40,9,2,228.0,4189,598,7233,6,1632
2017,AS,PHL,306525,78,-902.8919999999999,478.46268000000003,462,49,9,3,32,0,6,1,1,30.0,399,246,918,0,226
2017,AS,PHX,306537,78,-1344.1439999999996,401.21148000000017,2614,419,129,9,160,1,120,5,6,286.0,6166,1015,4828,55,5076
2017,AS,SFO,306638,78,-1468.5,451.42788,5591,1495,195,12,1076,1,210,32,112,1463.0,10528,1280,64919,44,11000
2017,DL,ATL,306830,78,-1013.1371999999998,403.64040000000006,242461,27587,7897,1091,8511,30,10059,3306,506,36157.0,846219,133585,496621,2069,690949
2017,DL,BOS,306968,78,-852.0624000000003,508.37147999999996,16008,3276,760,120,1613,1,785,194,24,4186.0,62025,15190,106079,70,67773
2017,DL,DCA,307217,78,-924.4512,466.22520000000003,9029,1236,409,66,476,0,287,76,27,1346.0,27343,6987,25525,0,20931
2017,DL,DEN,307229,78,-1256.064,478.34028000000006,10048,1431,582,79,473,1,297,55,27,1514.0,39740,8457,21430,47,21178
2017,DL,DFW,307241,78,-1164.456,394.7615999999999,5644,705,278,51,215,0,161,46,15,730.0,15112,7424,10504,0,10735
2017,DL,EWR,307317,78,-890.0243999999998,488.31,5523,1797,249,68,1299,0,181,73,9,2112.0,21259,8594,82228,0,14619
2017,DL,IAH,307556,78,-1144.0968,359.81268000000006,3035,440,170,37,121,1,112,63,14,421.0,8999,3493,4712,24,8058
2017,DL,JFK,307640,78,-885.3468000000001,487.6775999999999,29593,6501,1325,171,3640,8,1355,353,96,9601.0,138150,20405,296651,557,120314
2017,DL,LAS,307668,78,-1381.8240000000003,432.96120000000013,13149,1700,575,90,650,1,381,42,23,1673.0,40292,8767,26537,23,24790
2017,DL,LAX,307680,78,-1420.884,407.31,32135,6903,1523,227,4008,8,1136,103,41,6620.0,129226,23659,159879,679,83759
2017,DL,MIA,307824,78,-963.4872000000001,309.51828,9793,1579,639,91,441,2,407,182,40,1834.0,43104,12926,22083,125,31812
2017,DL,ORD,308000,78,-1054.8576,503.7432000000001,7785,1174,356,67,544,1,208,55,20,1325.0,22618,8343,34978,35,13544
2017,DL,PHL,308060,78,-902.8919999999999,478.46268000000003,6860,1082,353,54,478,1,195,59,11,1245.0,23923,6877,29621,21,14262
2017,DL,PHX,308072,78,-1344.1439999999996,401.21148000000017,7384,888,383,64,257,2,182,25,12,869.0,24151,6137,10291,44,11531
2017,DL,SFO,308131,78,-1468.5,451.42788,11906,3133,527,87,2113,6,401,36,10,3588.0,39207,10193,136433,360,29072
2017,NK,ATL,308116,78,-1013.1371999999998,403.64040000000006,7264,1470,308,15,804,7,332,249,7,1644.0,25920,1461,45582,374,25303
2017,NK,BOS,308137,78,-852.0624000000003,508.37147999999996,4609,987,155,37,580,3,211,194,3,1201.0,9979,3555,42189,56,16294
2017,NK,DEN,308203,78,-1256.064,478.34028000000006,3938,797,135,17,447,2,196,92,1,831.0,9434,1336,24601,120,14361
2017,NK,DFW,308215,78,-1164.456,394.7615999999999,8083,1597,304,23,822,15,432,219,21,2198.0,29523,2131,59062,586,40557
2017,NK,EWR,308239,78,-890.0243999999998,488.31,2824,875,95,6,726,3,44,170,5,1127.0,7811,526,54961,87,4240
2017,NK,IAH,308275,78,-1144.0968,359.81268000000006,6373,1260,237,19,664,12,326,300,10,1351.0,16340,2264,36280,571,25625
2017,NK,LAS,308287,78,-1381.8240000000003,432.96120000000013,11864,2210,419,31,1203,5,549,331,14,2380.0,29514,2283,69803,252,40978
2017,NK,LAX,308299,78,-1420.884,407.31,9296,2282,362,33,1489,4,394,219,4,2290.0,27392,1836,76567,131,31482
2017,NK,ORD,308407,78,-1054.8576,503.7432000000001,9930,2031,369,34,1199,10,418,310,14,2345.0,25691,2905,75391,465,36268
2017,NK,PHL,308449,78,-902.8919999999999,478.46268000000003,3008,723,112,7,401,2,202,99,3,853.0,7700,312,27074,253,15847
2017,NK,PHX,308461,78,-1344.1439999999996,401.21148000000017,845,185,41,2,85,0,60,16,0,185.0,2919,231,3961,0,4018
2017,UA,ATL,308619,78,-1013.1371999999998,403.64040000000006,5232,875,231,23,316,0,303,91,19,886.0,12984,2417,14309,0,23458
2017,UA,BOS,308702,78,-852.0624000000003,508.37147999999996,12431,2770,588,58,1320,2,803,179,17,3342.0,38058,6093,86112,126,70142
2017,UA,DCA,308627,78,-924.4512,466.22520000000003,4448,700,196,37,215,0,252,68,18,775.0,13350,2496,11226,0,19429
2017,UA,DEN,308639,78,-1256.064,478.34028000000006,61887,6889,2029,237,2298,2,2324,258,126,7774.0,148577,20917,103994,82,192845
2017,UA,DFW,308651,78,-1164.456,394.7615999999999,6374,988,298,39,300,0,349,46,20,1108.0,19832,3934,14901,0,27831
2017,UA,EWR,308707,78,-890.0243999999998,488.31,54817,13741,2142,221,8517,2,2862,782,171,17969.0,184316,23033,585342,48,285401
2017,UA,IAH,308825,78,-1144.0968,359.81268000000006,58808,6862,2009,240,2225,1,2389,1521,156,7913.0,150552,19451,99915,27,204856
2017,UA,LAS,308908,78,-1381.8240000000003,432.96120000000013,12137,2025,593,59,601,0,771,73,14,2212.0,37099,6204,29170,0,60270
2017,UA,LAX,308920,78,-1420.884,407.31,27206,5384,1287,158,2672,0,1266,157,33,5393.0,94987,12765,107296,0,108539
2017,UA,MIA,309021,78,-963.4872000000001,309.51828,4780,917,277,31,277,0,328,80,10,993.0,17772,2949,13504,0,25360
2017,UA,ORD,309147,78,-1054.8576,503.7432000000001,73499,10227,2436,290,3983,1,3515,516,199,13028.0,202511,31636,226038,124,321388
2017,UA,PHL,309193,78,-902.8919999999999,478.46268000000003,4192,798,194,36,332,0,236,56,13,867.0,11079,3306,19071,0,18576
2017,UA,PHX,309205,78,-1344.1439999999996,401.21148000000017,7298,1120,348,49,278,0,444,56,8,1180.0,20825,4944,10672,0,34370
2017,UA,SFO,309360,78,-1468.5,451.42788,58217,13455,2270,251,7915,2,3013,292,94,16642.0,180274,21696,530272,133,266153
2017,WN,ATL,309852,78,-1013.1371999999998,403.64040000000006,42122,7876,2097,211,2220,21,3324,726,133,6659.0,104323,22481,85216,909,186608
2017,WN,BOS,309924,78,-852.0624000000003,508.37147999999996,12280,2899,758,216,919,2,1008,263,15,2910.0,43254,18528,51913,90,60814
2017,WN,DCA,310063,78,-924.4512,466.22520000000003,15070,2911,873,116,652,4,1267,234,40,2536.0,48017,9372,28055,198,66541
2017,WN,DEN,310075,78,-1256.064,478.34028000000006,68415,12577,3369,378,2816,28,5989,429,85,10140.0,160944,31326,105745,1418,308958
2017,WN,EWR,310135,78,-890.0243999999998,488.31,6317,2058,401,228,977,4,450,168,20,2214.0,26865,19545,56506,519,29429
2017,WN,LAS,310291,78,-1381.8240000000003,432.96120000000013,73920,14103,3262,358,3159,29,7297,533,92,11031.0,151795,29457,121099,1300,358215
2017,WN,LAX,310303,78,-1420.884,407.31,42457,13054,2551,252,5781,14,4456,815,42,9974.0,122159,15996,217795,779,241693
2017,WN,PHL,310555,78,-902.8919999999999,478.46268000000003,8816,1850,548,106,429,2,764,148,9,1640.0,28956,7668,18255,73,43440
2017,WN,PHX,310567,78,-1344.1439999999996,401.21148000000017,60917,11863,3231,128,2092,14,6398,503,69,8974.0,145596,9983,69265,772,312796
2017,WN,SFO,310735,78,-1468.5,451.42788,17313,5980,955,273,2571,1,2179,777,19,6354.0,61829,22603,158318,97,138391
